seg	po	OP	AT	OS	ZM	AC	NT	MT	GM	GG	GU	LE	ST
8	47	-1	-1	-1	-1	-1	-1	-0.718698074	1	-1	-0.895220409	-1	-1
8	49	-1	-1	-1	-1	-1	-1	-0.488564304	1	-1	-1	-1	-1
8	51	-1	-1	-1	-1	-1	-1	0.132421014	1	-0.748916238	-0.691660544	-1	-1
8	53	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1
8	55	-1	-1	-1	-1	-1	-1	-1	1	-1	-0.929809264	-1	-1
9	1	-1	-1	-1	-1	-1	-1	-1	-1	1	0.485161574	-1	-1
9	3	-1	-1	-1	-1	-1	-1	-1	-1	1	0.663034932	-1	-1
9	5	-1	-1	-1	-1	-1	-1	-1	-0.845899835	1	-0.283709411	-1	-1
9	7	-1	-1	-1	-1	-1	-1	-1	-1	1	-0.067656568	-1	-1
9	9	-1	-1	-1	-1	-1	-1	-1	-1	1	0.888510196	-1	-1
9	11	-1	-1	-1	-1	-1	-1	-1	-1	1	0.357290708	-1	-1
9	13	-1	-1	-1	-0.971172655	-1	-1	-1	-1	1	0.242046741	-1	-1
9	15	-1	-1	-1	-1	-1	-1	-1	-0.807077906	1	-0.411157533	-1	-1
9	17	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1
9	19	-1	-1	-1	-1	-1	-1	-1	-1	1	-0.901072913	-0.715964253	-1
9	21	-1	-1	-1	-1	-1	-1	-1	-1	1	-0.300967843	-1	-1
9	23	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1
9	25	-1	-1	-1	-1	-1	-1	-1	-1	1	-0.638263244	-1	-1
9	27	-1	-1	-0.799822186	-0.864861168	-1	-1	-1	-1	1	-0.100660453	-1	-1
9	29	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1
9	31	-1	-1	-1	-1	-1	-1	-0.984434389	-1	1	0.848190045	-1	-1
9	33	-1	-1	-1	-1	-1	-1	-1	-1	1	0.967238948	-1	-1
9	35	-1	-1	-1	-1	-1	-1	-1	-1	1	-0.131817658	-1	-1
9	37	-1	-0.924968977	-0.441189505	0.540507002	-0.567452579	-0.239363588	0.915085978	-0.348386811	1	-0.398244992	0.581058323	0.913313242
9	39	-1	-1	-1	-1	-1	-1	-1	-1	1	0.981293067	-1	-1
9	41	-1	-1	-1	-1	-1	-1	-1	-1	1	0.160420497	-1	-1
9	43	-1	-1	-1	-1	-1	-1	-1	-1	1	-0.973782235	-1	-1
9	45	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1
9	47	-1	-1	-1	-1	-1	-1	-0.562738637	-0.390135467	1	-0.740781422	-1	0.900099378
9	49	-1	-1	-1	-1	-1	-1	-0.926191812	0.075864648	1	0.463974575	-1	-0.297064872
9	51	-1	-1	-1	-1	-1	-1	-1	-1	1	0.449972729	-1	-1
9	53	-1	-1	-1	-1	-1	-1	-1	-1	1	0.967219589	-1	-1
9	55	-1	-1	-1	-1	-1	-1	-1	-1	1	0.479118487	-1	-1
9	57	-1	-1	-1	-1	-1	-1	-1	-1	1	-0.457988966	-1	-1
9	59	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1
9	61	-1	-1	-1	-1	-1	-1	-1	-1	1	0.951084518	-1	-1
9	63	-1	-1	-1	-1	-1	-1	-1	-1	1	-0.515433896	-1	-1
9	65	-1	-1	-1	-1	-1	-1	-1	-1	1	-0.887290609	-1	-1
9	67	-1	-1	-1	-1	-1	-1	-1	-1	1	-0.521818862	-1	-1
9	69	-1	-1	-1	-1	-1	-1	-1	-1	1	-0.077963745	-1	-1
9	71	-1	-1	-1	-1	-1	-1	-1	-1	1	-0.553001783	-1	-1
9	73	-1	-1	-1	-1	-1	-1	-1	-1	1	-0.441958698	-1	-1
9	75	-1	-1	-1	-1	-1	-1	-1	-1	1	-0.295302013	-1	-1
9	77	-1	-1	-1	-1	-1	-1	-1	-1	1	-0.846330917	-1	-1
9	79	-1	-1	-1	-1	-1	-1	-1	-1	1	0.0980918	-1	-1
9	81	-1	-1	-1	-1	-1	-1	-1	-1	1	-0.154060525	-1	-1
9	83	-1	-1	-1	-1	-1	-1	-1	-1	1	-0.310909825	-1	-1
9	85	-1	-1	-1	-1	-1	-1	-1	-1	1	-0.444964936	-1	-1
9	87	-1	-1	-1	-1	-1	-1	-1	-1	1	-0.377438095	-1	-1
9	89	-1	-1	-1	-1	-1	-1	-1	-1	1	-0.943861467	-1	-1
9	91	-1	-1	-1	-1	-1	-1	-1	-1	1	0.062881433	-1	-1
9	93	-1	-1	-1	-1	-1	-1	-0.829657279	-1	1	0.302703314	-1	-1
9	95	-1	-1	-1	-1	-1	-1	-1	-1	1	-0.809490334	-1	-1
9	97	-1	-1	-1	-1	-1	-1	-0.905578136	-0.862465611	1	-0.144066933	-1	-1
9	99	-1	-1	-1	-1	-1	-1	-1	-0.765702891	1	0.130109671	-1	-1
9	101	-1	-1	-1	-1	-1	-1	-1	-0.317424759	1	-0.427875718	-1	-1
9	103	-1	-1	-1	-1	-1	-1	-1	0.095427187	1	-0.180889588	-1	-1
9	105	-1	-1	-1	-1	-1	-1	-1	-1	1	0.323405086	-1	-1
10	1	-1	-1	-1	-1	-1	-1	-1	-1	-0.580718114	1	-1	-1
10	3	-1	-1	-0.75673913	-1	-1	-1	-1	0.07	-1	1	-0.696086957	-1
10	5	-1	-1	-1	-1	-1	-1	0.368126009	-1	-0.360874996	1	-1	-1
10	7	-1	-0.708818444	-1	-1	-1	-1	-0.823400576	-1	0.387435159	1	-0.893025937	-1
10	9	-1	-1	-1	-1	-1	-1	-1	-0.913043478	-0.823908092	1	-1	-1
10	11	-1	-1	-1	-0.729828826	-1	-1	-1	-1	-0.098996848	1	-1	-1
10	13	-1	-1	-0.911817193	-0.921697497	-1	-1	-1	-1	0.548857454	1	-1	-1
10	15	-1	-1	-1	-1	-1	-1	-1	-0.852437001	0.957500592	1	-1	-1
10	17	-1	-1	-1	-1	-0.770198396	-1	-0.879696074	0.476994512	-0.082144365	1	-1	-1
10	19	-1	-1	-0.988553108	-1	-1	-1	-1	-1	0.689856851	1	-1	-1
10	21	-1	-1	-1	-1	-1	-1	-0.974285819	-0.986676543	0.30179414	1	-1	-1
10	23	-1	-1	-1	-1	-0.689247885	-0.972033834	-1	0.084431913	-0.148213061	1	-1	-1
10	25	-1	-1	-1	-1	-0.82818679	-1	-1	0.071939419	-0.162137148	1	-1	-1
10	27	-1	-1	-1	-0.957873265	-0.931385157	-0.981907676	-1	-1	0.929404461	1	-0.902088599	-0.975374337
10	29	-1	-1	-1	-1	-1	-1	-1	-1	0.534141514	1	-1	-1
10	31	-1	-1	-1	-1	-1	-1	-1	-1	-0.248148479	1	-1	-1
10	33	-1	-1	-1	-0.783619678	-1	-0.369557718	-1	-1	-0.508521355	1	0.085972538	-0.372800662
10	35	-1	-1	-1	-1	-1	-1	-1	-1	-0.252987644	1	-1	-1
10	37	-1	-1	-1	-1	-1	-1	-1	-1	0.497747307	1	-1	-1
10	39	-1	-1	-1	-1	-1	-1	-0.323148387	-0.958591705	-0.215351152	1	-1	-1
10	41	-1	-1	-1	-1	-1	-1	-0.851101389	-0.780643181	-0.194872976	1	-1	-1
10	43	-1	-1	-1	-1	-1	-1	-0.882681798	-0.658863157	-0.365637535	1	-1	-1
10	45	-1	-1	-1	-1	-1	-1	-1	-0.80789439	-0.016553361	1	-1	-1
10	47	-1	-0.78064973	-1	-1	-1	-1	-1	-1	-0.325484642	1	-1	-1
10	49	-1	-1	-1	-1	-1	-1	-1	-1	-0.728811702	1	-1	-1
10	51	-1	-1	-1	-1	-1	-1	-1	-1	0.022429543	1	-1	-1
10	53	-1	-1	-1	-1	-1	-1	-1	-1	-0.551112763	1	-1	-1
10	55	-1	-1	-1	-1	-1	-1	-1	-1	0.507554945	1	-1	-1
10	57	-1	-1	-1	-1	-1	-1	-1	-1	0.794474067	1	-1	-1
10	59	-1	-1	-1	-1	-1	-1	-1	-1	-0.974287637	1	-1	-1
10	61	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1
10	63	-1	-1	-1	-1	-1	-1	-1	-1	-0.910146798	1	-1	-1
10	65	-1	-1	-1	-1	-1	-1	-1	-1	0.432496326	1	-1	-1
10	67	-1	-1	-1	-1	-1	-1	-1	-1	-0.212360636	1	-1	-1
10	69	-1	-1	-1	-1	-1	-1	-1	-1	0.493331826	1	-1	-1
11	1	-1	-0.980116891	-0.92042873	-1	-1	-0.899652434	-1	-1	-1	-1	1	-1
11	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
11	5	-1	-0.544993989	-0.042417998	-0.770565001	0.325777091	-0.308346213	-0.866649493	-0.92194745	-1	-1	1	-1
11	7	-1	-1	-1	-1	-1	-1	-0.939027463	-1	-1	-0.835894852	1	-0.817418325
11	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-0.860080209
11	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
11	13	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
11	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
11	17	-1	-1	-1	-1	-1	-1	-0.674428986	-1	-0.974803462	-1	1	-0.980011408
11	19	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
11	21	-1	-1	-1	-0.82887002	-1	-1	-0.890267799	-1	-1	-0.778856023	1	-0.885229075
11	23	-1	-1	-1	-1	-1	-1	-0.795609282	-1	-1	-1	1	-0.273030429
11	25	-1	-1	-1	-1	-1	-1	-0.850473906	-1	-1	-1	1	-0.937861329
11	27	-1	-1	-1	-0.946699417	-0.972505373	-0.695855081	-1	-1	-0.808688978	-0.478154744	1	-0.477371815
11	29	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-0.970019127
11	31	-1	-0.878143187	-0.845339868	-0.742474451	-0.928155718	-0.956893431	-0.618556988	-1	-1	-1	1	-1
11	33	-1	-0.937539224	-0.847551466	-0.268117788	-0.130420734	-0.985049679	-0.860364251	-1	-1	-1	1	-1
11	35	-1	-0.939980453	-0.752064849	0.338750168	-0.815380488	-0.980989978	-0.909319127	-1	-1	-1	1	-1
11	37	-1	-1	-0.933346611	-1	-0.399853947	-1	-1	-1	-1	-1	1	-1
11	39	-1	-1	-1	-1	-0.271345302	-1	-1	-1	-1	-1	1	-1
11	41	-1	-0.838347894	-0.869254913	-0.188740729	0.01433398	-1	-0.629915436	-1	-1	-1	1	-1
11	43	-1	-0.944193766	-0.933405944	-1	-0.421814221	-0.784554743	-1	-1	-1	-1	1	-1
11	45	-1	-1	0.046744482	-1	1	0.192343862	-0.230624551	-0.715107595	-0.920230127	-0.954085302	0.992476628	-1
11	47	-1	-0.927074472	-0.471595391	-0.849756399	-0.829123811	-0.626973939	-0.645549455	-1	-1	-1	1	-1
11	49	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
11	51	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
11	53	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
11	55	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
11	57	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
12	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-0.291564505	1
12	3	-1	-1	-0.948985273	-0.246318134	-0.776405689	-0.65220912	-0.77934106	-0.96315603	-1	-0.877220507	0.208866845	1
12	5	-1	-0.945574955	-1	-1	-1	-1	-0.957314871	-1	-0.794581577	-0.836845274	-0.937326911	1
12	7	-1	-1	-1	-1	-1	-0.952749427	-1	-1	-1	-1	1	0.836072639
12	9	-1	-1	-1	-1	-1	-0.915701116	-1	-1	-1	-1	-0.651684184	1
12	11	-1	-1	-1	-1	-0.820822708	-0.489743874	0.742765273	-1	-1	-1	-0.788668367	1
12	13	-1	-1	-1	-1	-1	-1	-1	-0.943864388	-1	-1	-1	1
12	15	-1	-1	-1	-1	-1	-1	-1	-0.681611805	-0.926031025	-0.777147181	-1	1
12	17	-1	-0.934830259	-0.932103716	0.266238974	-0.951296445	-1	-0.904089816	-0.679390537	1	-0.784014969	-0.973910719	0.977653034
12	19	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-0.719879063	1
12	21	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
12	23	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
12	25	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
12	27	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
12	29	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
12	31	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
12	33	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
